Continent,Country,State,Location,Longitude,Latitude,GI,EI
World,No_country,No_state,226713,0.08,30.42,0,0
World,No_country,No_state,226714,0.25,30.42,0,0
World,No_country,No_state,226715,0.42,30.42,0,0
World,No_country,No_state,226716,0.58,30.42,0,0
World,No_country,No_state,226717,0.75,30.42,0,0
World,No_country,No_state,226718,0.92,30.42,0,0
World,No_country,No_state,226719,1.08,30.42,0,0
World,No_country,No_state,226720,1.25,30.42,0,0
World,No_country,No_state,226721,1.42,30.42,0,0
World,No_country,No_state,226722,1.58,30.42,0,0
World,No_country,No_state,226723,1.75,30.42,0,0
World,No_country,No_state,226724,1.92,30.42,0,0
World,No_country,No_state,226725,2.08,30.42,0,0
World,No_country,No_state,226726,2.25,30.42,0,0
World,No_country,No_state,226727,2.42,30.42,0,0
World,No_country,No_state,226728,2.58,30.42,0,0
World,No_country,No_state,226729,2.75,30.42,0,0
World,No_country,No_state,226730,2.92,30.42,0,0
World,No_country,No_state,226731,3.08,30.42,0,0
World,No_country,No_state,226732,3.25,30.42,0,0
World,No_country,No_state,226733,3.42,30.42,0,0
World,No_country,No_state,226734,3.58,30.42,0,0
World,No_country,No_state,226735,3.75,30.42,0,0
World,No_country,No_state,226736,3.92,30.42,0,0
World,No_country,No_state,226737,4.08,30.42,0,0
World,No_country,No_state,226738,4.25,30.42,0,0
World,No_country,No_state,226739,4.42,30.42,0,0
World,No_country,No_state,226740,4.58,30.42,0,0
World,No_country,No_state,226741,4.75,30.42,0,0
World,No_country,No_state,226742,4.92,30.42,0,0
World,No_country,No_state,226743,5.08,30.42,0,0
World,No_country,No_state,226744,5.25,30.42,0,0
World,No_country,No_state,226745,5.42,30.42,0,0
World,No_country,No_state,226746,5.58,30.42,0,0
World,No_country,No_state,226747,5.75,30.42,0,0
World,No_country,No_state,226748,5.92,30.42,0,0
World,No_country,No_state,226749,6.08,30.42,0,0
World,No_country,No_state,226750,6.25,30.42,0,0
World,No_country,No_state,226751,6.42,30.42,0,0
World,No_country,No_state,226752,6.58,30.42,0,0
World,No_country,No_state,226753,6.75,30.42,0,0
World,No_country,No_state,226754,6.92,30.42,0,0
World,No_country,No_state,226755,7.08,30.42,0,0
World,No_country,No_state,226756,7.25,30.42,0,0
World,No_country,No_state,226757,7.42,30.42,0,0
World,No_country,No_state,226758,7.58,30.42,0,0
World,No_country,No_state,226759,7.75,30.42,0,0
World,No_country,No_state,226760,7.92,30.42,0,0
World,No_country,No_state,226761,8.08,30.42,0,0
World,No_country,No_state,226762,8.25,30.42,0,0
World,No_country,No_state,226763,8.42,30.42,0,0
World,No_country,No_state,226764,8.58,30.42,0,0
World,No_country,No_state,226765,8.75,30.42,0,0
World,No_country,No_state,226766,8.92,30.42,0,0
World,No_country,No_state,226767,9.08,30.42,0,0
World,No_country,No_state,226768,9.25,30.42,0,0
World,No_country,No_state,226769,9.42,30.42,0,0
World,No_country,No_state,226770,9.58,30.42,0,0
World,No_country,No_state,226771,9.75,30.42,0,0
World,No_country,No_state,226772,9.92,30.42,0,0
World,No_country,No_state,226773,-0.08,30.42,0,0
World,No_country,No_state,226774,-0.25,30.42,0,0
World,No_country,No_state,226775,-0.42,30.42,0,0
World,No_country,No_state,226776,-0.58,30.42,0,0
World,No_country,No_state,226777,-0.75,30.42,0,0
World,No_country,No_state,226778,-0.92,30.42,0,0
World,No_country,No_state,226779,-1.08,30.42,0,0
World,No_country,No_state,226780,-1.25,30.42,0,0
World,No_country,No_state,226781,-1.42,30.42,0,0
World,No_country,No_state,226782,-1.58,30.42,0,0
World,No_country,No_state,226783,-1.75,30.42,0,0
World,No_country,No_state,226784,-1.92,30.42,0,0
World,No_country,No_state,226785,-2.08,30.42,0,0
World,No_country,No_state,226786,-2.25,30.42,0,0
World,No_country,No_state,226787,-2.42,30.42,0,0
World,No_country,No_state,226788,-2.58,30.42,0,0
World,No_country,No_state,226789,-2.75,30.42,0,0
World,No_country,No_state,226790,-2.92,30.42,0,0
World,No_country,No_state,226791,-3.08,30.42,0,0
World,No_country,No_state,226792,-3.25,30.42,0,0
World,No_country,No_state,226793,-3.42,30.42,0,0
World,No_country,No_state,226794,-3.58,30.42,0,0
World,No_country,No_state,226795,-3.75,30.42,0,0
World,No_country,No_state,226796,-3.92,30.42,0,0
World,No_country,No_state,226797,-4.08,30.42,0,0
World,No_country,No_state,226798,-4.25,30.42,0,0
World,No_country,No_state,226799,-4.42,30.42,0,0
World,No_country,No_state,226800,-4.58,30.42,0,0
World,No_country,No_state,226801,-4.75,30.42,0,0
World,No_country,No_state,226802,-4.92,30.42,0,0
World,No_country,No_state,226803,-5.08,30.42,0,0
World,No_country,No_state,226804,-5.25,30.42,0,0
World,No_country,No_state,226805,-5.42,30.42,0,0
World,No_country,No_state,226806,-5.58,30.42,0,0
World,No_country,No_state,226807,-5.75,30.42,0,0
World,No_country,No_state,226808,-5.92,30.42,0,0
World,No_country,No_state,226809,-6.08,30.42,0,0
World,No_country,No_state,226810,-6.25,30.42,0,0
World,No_country,No_state,226811,-6.42,30.42,0,0
World,No_country,No_state,226812,-6.58,30.42,0,0
World,No_country,No_state,226813,-6.75,30.42,0,0
World,No_country,No_state,226814,-6.92,30.42,0,0
World,No_country,No_state,226815,-7.08,30.42,2,0
World,No_country,No_state,226816,-7.25,30.42,4,0
World,No_country,No_state,226817,-7.42,30.42,4,2
World,No_country,No_state,226818,-7.58,30.42,4,3
World,No_country,No_state,226819,-7.75,30.42,4,3
World,No_country,No_state,226820,-7.92,30.42,5,3
World,No_country,No_state,226821,-8.08,30.42,5,3
World,No_country,No_state,226822,-8.25,30.42,5,4
World,No_country,No_state,226823,-8.42,30.42,6,4
World,No_country,No_state,226824,-8.58,30.42,5,3
World,No_country,No_state,226825,-8.75,30.42,5,2
World,No_country,No_state,226826,-8.92,30.42,5,2
World,No_country,No_state,226827,-9.08,30.42,6,2
World,No_country,No_state,226828,-9.25,30.42,7,3
World,No_country,No_state,226829,-9.42,30.42,9,4
World,No_country,No_state,226830,-9.58,30.42,10,5
World,No_country,No_state,226831,10.08,30.42,0,0
World,No_country,No_state,226832,10.25,30.42,0,0
World,No_country,No_state,226833,10.42,30.42,0,0
World,No_country,No_state,226834,10.58,30.42,0,0
World,No_country,No_state,226835,10.75,30.42,0,0
World,No_country,No_state,226836,10.92,30.42,0,0
World,No_country,No_state,226837,11.08,30.42,0,0
World,No_country,No_state,226838,11.25,30.42,0,0
World,No_country,No_state,226839,11.42,30.42,0,0
World,No_country,No_state,226840,11.58,30.42,0,0
World,No_country,No_state,226841,11.75,30.42,0,0
World,No_country,No_state,226842,11.92,30.42,0,0
World,No_country,No_state,226843,12.08,30.42,0,0
World,No_country,No_state,226844,12.25,30.42,0,0
World,No_country,No_state,226845,12.42,30.42,0,0
World,No_country,No_state,226846,12.58,30.42,0,0
World,No_country,No_state,226847,12.75,30.42,0,0
World,No_country,No_state,226848,12.92,30.42,0,0
World,No_country,No_state,226849,13.08,30.42,0,0
World,No_country,No_state,226850,13.25,30.42,0,0
World,No_country,No_state,226851,13.42,30.42,0,0
World,No_country,No_state,226852,13.58,30.42,0,0
World,No_country,No_state,226853,13.75,30.42,0,0
World,No_country,No_state,226854,13.92,30.42,0,0
World,No_country,No_state,226855,14.08,30.42,0,0
World,No_country,No_state,226856,14.25,30.42,0,0
World,No_country,No_state,226857,14.42,30.42,0,0
World,No_country,No_state,226858,14.58,30.42,0,0
World,No_country,No_state,226859,14.75,30.42,0,0
World,No_country,No_state,226860,14.92,30.42,0,0
World,No_country,No_state,226861,15.08,30.42,0,0
World,No_country,No_state,226862,15.25,30.42,0,0
World,No_country,No_state,226863,15.42,30.42,0,0
World,No_country,No_state,226864,15.58,30.42,0,0
World,No_country,No_state,226865,15.75,30.42,0,0
World,No_country,No_state,226866,15.92,30.42,0,0
World,No_country,No_state,226867,16.08,30.42,0,0
World,No_country,No_state,226868,16.25,30.42,0,0
World,No_country,No_state,226869,16.42,30.42,0,0
World,No_country,No_state,226870,16.58,30.42,0,0
World,No_country,No_state,226871,16.75,30.42,0,0
World,No_country,No_state,226872,16.92,30.42,0,0
World,No_country,No_state,226873,17.08,30.42,0,0
World,No_country,No_state,226874,17.25,30.42,0,0
World,No_country,No_state,226875,17.42,30.42,0,0
World,No_country,No_state,226876,17.58,30.42,0,0
World,No_country,No_state,226877,17.75,30.42,0,0
World,No_country,No_state,226878,17.92,30.42,0,0
World,No_country,No_state,226879,18.08,30.42,0,0
World,No_country,No_state,226880,18.25,30.42,0,0
World,No_country,No_state,226881,18.42,30.42,0,0
World,No_country,No_state,226882,18.58,30.42,0,0
World,No_country,No_state,226883,18.75,30.42,0,0
World,No_country,No_state,226884,19.58,30.42,2,0
World,No_country,No_state,226885,19.75,30.42,2,0
World,No_country,No_state,226886,19.92,30.42,3,0
World,No_country,No_state,226887,20.08,30.42,4,0
World,No_country,No_state,226888,20.25,30.42,3,0
World,No_country,No_state,226889,20.42,30.42,2,0
World,No_country,No_state,226890,20.58,30.42,1,0
World,No_country,No_state,226891,20.75,30.42,0,0
World,No_country,No_state,226892,20.92,30.42,0,0
World,No_country,No_state,226893,21.08,30.42,0,0
World,No_country,No_state,226894,21.25,30.42,0,0
World,No_country,No_state,226895,21.42,30.42,0,0
World,No_country,No_state,226896,21.58,30.42,0,0
World,No_country,No_state,226897,21.75,30.42,0,0
World,No_country,No_state,226898,21.92,30.42,0,0
World,No_country,No_state,226899,22.08,30.42,0,0
World,No_country,No_state,226900,22.25,30.42,0,0
World,No_country,No_state,226901,22.42,30.42,0,0
World,No_country,No_state,226902,22.58,30.42,0,0
World,No_country,No_state,226903,22.75,30.42,0,0
World,No_country,No_state,226904,22.92,30.42,0,0
World,No_country,No_state,226905,23.08,30.42,0,0
World,No_country,No_state,226906,23.25,30.42,0,0
World,No_country,No_state,226907,23.42,30.42,0,0
World,No_country,No_state,226908,23.58,30.42,0,0
World,No_country,No_state,226909,23.75,30.42,0,0
World,No_country,No_state,226910,23.92,30.42,0,0
World,No_country,No_state,226911,24.08,30.42,0,0
World,No_country,No_state,226912,24.25,30.42,0,0
World,No_country,No_state,226913,24.42,30.42,0,0
World,No_country,No_state,226914,24.58,30.42,0,0
World,No_country,No_state,226915,24.75,30.42,0,0
World,No_country,No_state,226916,24.92,30.42,0,0
World,No_country,No_state,226917,25.08,30.42,0,0
World,No_country,No_state,226918,25.25,30.42,0,0
World,No_country,No_state,226919,25.42,30.42,0,0
World,No_country,No_state,226920,25.58,30.42,0,0
World,No_country,No_state,226921,25.75,30.42,0,0
World,No_country,No_state,226922,25.92,30.42,0,0
World,No_country,No_state,226923,26.08,30.42,0,0
World,No_country,No_state,226924,26.25,30.42,0,0
World,No_country,No_state,226925,26.42,30.42,0,0
World,No_country,No_state,226926,26.58,30.42,0,0
World,No_country,No_state,226927,26.75,30.42,0,0
World,No_country,No_state,226928,26.92,30.42,0,0
World,No_country,No_state,226929,27.08,30.42,0,0
World,No_country,No_state,226930,27.25,30.42,0,0
World,No_country,No_state,226931,27.42,30.42,0,0
World,No_country,No_state,226932,27.58,30.42,0,0
World,No_country,No_state,226933,27.75,30.42,0,0
World,No_country,No_state,226934,27.92,30.42,0,0
World,No_country,No_state,226935,28.08,30.42,0,0
World,No_country,No_state,226936,28.25,30.42,0,0
World,No_country,No_state,226937,28.42,30.42,0,0
World,No_country,No_state,226938,28.58,30.42,0,0
World,No_country,No_state,226939,28.75,30.42,0,0
World,No_country,No_state,226940,28.92,30.42,0,0
World,No_country,No_state,226941,29.08,30.42,0,0
World,No_country,No_state,226942,29.25,30.42,0,0
World,No_country,No_state,226943,29.42,30.42,0,0
World,No_country,No_state,226944,29.58,30.42,0,0
World,No_country,No_state,226945,29.75,30.42,0,0
World,No_country,No_state,226946,29.92,30.42,0,0
World,No_country,No_state,226947,30.08,30.42,0,0
World,No_country,No_state,226948,30.25,30.42,0,0
World,No_country,No_state,226949,30.42,30.42,0,0
World,No_country,No_state,226950,30.58,30.42,0,0
World,No_country,No_state,226951,30.75,30.42,0,0
World,No_country,No_state,226952,30.92,30.42,0,0
World,No_country,No_state,226953,31.08,30.42,0,0
World,No_country,No_state,226954,31.25,30.42,0,0
World,No_country,No_state,226955,31.42,30.42,0,0
World,No_country,No_state,226956,31.58,30.42,0,0
World,No_country,No_state,226957,31.75,30.42,0,0
World,No_country,No_state,226958,31.92,30.42,0,0
World,No_country,No_state,226959,32.08,30.42,0,0
World,No_country,No_state,226960,32.25,30.42,0,0
World,No_country,No_state,226961,32.42,30.42,0,0
World,No_country,No_state,226962,32.58,30.42,0,0
World,No_country,No_state,226963,32.75,30.42,0,0
World,No_country,No_state,226964,32.92,30.42,0,0
World,No_country,No_state,226965,33.08,30.42,0,0
World,No_country,No_state,226966,33.25,30.42,0,0
World,No_country,No_state,226967,33.42,30.42,0,0
World,No_country,No_state,226968,33.58,30.42,0,0
World,No_country,No_state,226969,33.75,30.42,0,0
World,No_country,No_state,226970,33.92,30.42,0,0
World,No_country,No_state,227694,0.08,30.58,0,0
World,No_country,No_state,227695,0.25,30.58,0,0
World,No_country,No_state,227696,0.42,30.58,0,0
World,No_country,No_state,227697,0.58,30.58,0,0
World,No_country,No_state,227698,0.75,30.58,0,0
World,No_country,No_state,227699,0.92,30.58,0,0
World,No_country,No_state,227700,1.08,30.58,0,0
World,No_country,No_state,227701,1.25,30.58,0,0
World,No_country,No_state,227702,1.42,30.58,0,0
World,No_country,No_state,227703,1.58,30.58,0,0
World,No_country,No_state,227704,1.75,30.58,0,0
World,No_country,No_state,227705,1.92,30.58,0,0
World,No_country,No_state,227706,2.08,30.58,0,0
World,No_country,No_state,227707,2.25,30.58,0,0
World,No_country,No_state,227708,2.42,30.58,0,0
World,No_country,No_state,227709,2.58,30.58,0,0
World,No_country,No_state,227710,2.75,30.58,0,0
World,No_country,No_state,227711,2.92,30.58,0,0
World,No_country,No_state,227712,3.08,30.58,0,0
World,No_country,No_state,227713,3.25,30.58,0,0
World,No_country,No_state,227714,3.42,30.58,0,0
World,No_country,No_state,227715,3.58,30.58,0,0
World,No_country,No_state,227716,3.75,30.58,0,0
World,No_country,No_state,227717,3.92,30.58,0,0
World,No_country,No_state,227718,4.08,30.58,0,0
World,No_country,No_state,227719,4.25,30.58,0,0
World,No_country,No_state,227720,4.42,30.58,0,0
World,No_country,No_state,227721,4.58,30.58,0,0
World,No_country,No_state,227722,4.75,30.58,0,0
World,No_country,No_state,227723,4.92,30.58,0,0
World,No_country,No_state,227724,5.08,30.58,0,0
World,No_country,No_state,227725,5.25,30.58,0,0
World,No_country,No_state,227726,5.42,30.58,0,0
World,No_country,No_state,227727,5.58,30.58,0,0
World,No_country,No_state,227728,5.75,30.58,0,0
World,No_country,No_state,227729,5.92,30.58,0,0
World,No_country,No_state,227730,6.08,30.58,0,0
World,No_country,No_state,227731,6.25,30.58,0,0
World,No_country,No_state,227732,6.42,30.58,0,0
World,No_country,No_state,227733,6.58,30.58,0,0
World,No_country,No_state,227734,6.75,30.58,0,0
World,No_country,No_state,227735,6.92,30.58,0,0
World,No_country,No_state,227736,7.08,30.58,0,0
World,No_country,No_state,227737,7.25,30.58,0,0
World,No_country,No_state,227738,7.42,30.58,0,0
World,No_country,No_state,227739,7.58,30.58,0,0
World,No_country,No_state,227740,7.75,30.58,0,0
World,No_country,No_state,227741,7.92,30.58,0,0
World,No_country,No_state,227742,8.08,30.58,0,0
World,No_country,No_state,227743,8.25,30.58,0,0
World,No_country,No_state,227744,8.42,30.58,0,0
World,No_country,No_state,227745,8.58,30.58,0,0
World,No_country,No_state,227746,8.75,30.58,0,0
World,No_country,No_state,227747,8.92,30.58,0,0
World,No_country,No_state,227748,9.08,30.58,0,0
World,No_country,No_state,227749,9.25,30.58,0,0
World,No_country,No_state,227750,9.42,30.58,0,0
World,No_country,No_state,227751,9.58,30.58,0,0
World,No_country,No_state,227752,9.75,30.58,0,0
World,No_country,No_state,227753,9.92,30.58,0,0
World,No_country,No_state,227754,-0.08,30.58,0,0
World,No_country,No_state,227755,-0.25,30.58,0,0
World,No_country,No_state,227756,-0.42,30.58,0,0
World,No_country,No_state,227757,-0.58,30.58,0,0
World,No_country,No_state,227758,-0.75,30.58,0,0
World,No_country,No_state,227759,-0.92,30.58,0,0
World,No_country,No_state,227760,-1.08,30.58,0,0
World,No_country,No_state,227761,-1.25,30.58,0,0
World,No_country,No_state,227762,-1.42,30.58,0,0
World,No_country,No_state,227763,-1.58,30.58,0,0
World,No_country,No_state,227764,-1.75,30.58,0,0
World,No_country,No_state,227765,-1.92,30.58,0,0
World,No_country,No_state,227766,-2.08,30.58,0,0
World,No_country,No_state,227767,-2.25,30.58,0,0
World,No_country,No_state,227768,-2.42,30.58,0,0
World,No_country,No_state,227769,-2.58,30.58,0,0
World,No_country,No_state,227770,-2.75,30.58,0,0
World,No_country,No_state,227771,-2.92,30.58,0,0
World,No_country,No_state,227772,-3.08,30.58,0,0
World,No_country,No_state,227773,-3.25,30.58,0,0
World,No_country,No_state,227774,-3.42,30.58,0,0
World,No_country,No_state,227775,-3.58,30.58,0,0
World,No_country,No_state,227776,-3.75,30.58,0,0
World,No_country,No_state,227777,-3.92,30.58,0,0
World,No_country,No_state,227778,-4.08,30.58,0,0
World,No_country,No_state,227779,-4.25,30.58,0,0
World,No_country,No_state,227780,-4.42,30.58,0,0
World,No_country,No_state,227781,-4.58,30.58,0,0
World,No_country,No_state,227782,-4.75,30.58,0,0
World,No_country,No_state,227783,-4.92,30.58,0,0
World,No_country,No_state,227784,-5.08,30.58,0,0
World,No_country,No_state,227785,-5.25,30.58,0,0
World,No_country,No_state,227786,-5.42,30.58,0,0
World,No_country,No_state,227787,-5.58,30.58,0,0
World,No_country,No_state,227788,-5.75,30.58,0,0
World,No_country,No_state,227789,-5.92,30.58,0,0
World,No_country,No_state,227790,-6.08,30.58,0,0
World,No_country,No_state,227791,-6.25,30.58,0,0
World,No_country,No_state,227792,-6.42,30.58,0,0
World,No_country,No_state,227793,-6.58,30.58,0,0
World,No_country,No_state,227794,-6.75,30.58,0,0
World,No_country,No_state,227795,-6.92,30.58,1,0
World,No_country,No_state,227796,-7.08,30.58,2,0
World,No_country,No_state,227797,-7.25,30.58,4,1
World,No_country,No_state,227798,-7.42,30.58,4,3
World,No_country,No_state,227799,-7.58,30.58,4,3
World,No_country,No_state,227800,-7.75,30.58,5,4
World,No_country,No_state,227801,-7.92,30.58,6,4
World,No_country,No_state,227802,-8.08,30.58,6,4
World,No_country,No_state,227803,-8.25,30.58,5,3
World,No_country,No_state,227804,-8.42,30.58,4,2
World,No_country,No_state,227805,-8.58,30.58,5,3
World,No_country,No_state,227806,-8.75,30.58,6,3
World,No_country,No_state,227807,-8.92,30.58,8,4
World,No_country,No_state,227808,-9.08,30.58,8,4
World,No_country,No_state,227809,-9.25,30.58,9,5
World,No_country,No_state,227810,-9.42,30.58,7,5
World,No_country,No_state,227811,-9.58,30.58,9,6
World,No_country,No_state,227813,10.08,30.58,0,0
World,No_country,No_state,227814,10.25,30.58,0,0
World,No_country,No_state,227815,10.42,30.58,0,0
World,No_country,No_state,227816,10.58,30.58,0,0
World,No_country,No_state,227817,10.75,30.58,0,0
World,No_country,No_state,227818,10.92,30.58,0,0
World,No_country,No_state,227819,11.08,30.58,0,0
World,No_country,No_state,227820,11.25,30.58,0,0
World,No_country,No_state,227821,11.42,30.58,0,0
World,No_country,No_state,227822,11.58,30.58,0,0
World,No_country,No_state,227823,11.75,30.58,0,0
World,No_country,No_state,227824,11.92,30.58,0,0
World,No_country,No_state,227825,12.08,30.58,0,0
World,No_country,No_state,227826,12.25,30.58,0,0
World,No_country,No_state,227827,12.42,30.58,0,0
World,No_country,No_state,227828,12.58,30.58,0,0
World,No_country,No_state,227829,12.75,30.58,0,0
World,No_country,No_state,227830,12.92,30.58,0,0
World,No_country,No_state,227831,13.08,30.58,0,0
World,No_country,No_state,227832,13.25,30.58,0,0
World,No_country,No_state,227833,13.42,30.58,0,0
World,No_country,No_state,227834,13.58,30.58,0,0
World,No_country,No_state,227835,13.75,30.58,0,0
World,No_country,No_state,227836,13.92,30.58,0,0
World,No_country,No_state,227837,14.08,30.58,0,0
World,No_country,No_state,227838,14.25,30.58,0,0
World,No_country,No_state,227839,14.42,30.58,0,0
World,No_country,No_state,227840,14.58,30.58,0,0
World,No_country,No_state,227841,14.75,30.58,0,0
World,No_country,No_state,227842,14.92,30.58,0,0
World,No_country,No_state,227843,15.08,30.58,0,0
World,No_country,No_state,227844,15.25,30.58,0,0
World,No_country,No_state,227845,15.42,30.58,0,0
World,No_country,No_state,227846,15.58,30.58,0,0
World,No_country,No_state,227847,15.75,30.58,0,0
World,No_country,No_state,227848,15.92,30.58,0,0
World,No_country,No_state,227849,16.08,30.58,0,0
World,No_country,No_state,227850,16.25,30.58,0,0
World,No_country,No_state,227851,16.42,30.58,0,0
World,No_country,No_state,227852,16.58,30.58,0,0
World,No_country,No_state,227853,16.75,30.58,0,0
World,No_country,No_state,227854,16.92,30.58,0,0
World,No_country,No_state,227855,17.08,30.58,0,0
World,No_country,No_state,227856,17.25,30.58,0,0
World,No_country,No_state,227857,17.42,30.58,0,0
World,No_country,No_state,227858,17.58,30.58,0,0
World,No_country,No_state,227859,17.75,30.58,0,0
World,No_country,No_state,227860,17.92,30.58,0,0
World,No_country,No_state,227861,18.08,30.58,0,0
World,No_country,No_state,227862,18.25,30.58,0,0
World,No_country,No_state,227863,18.42,30.58,0,0
World,No_country,No_state,227864,19.92,30.58,3,0
World,No_country,No_state,227865,20.08,30.58,3,0
World,No_country,No_state,227866,20.25,30.58,2,0
World,No_country,No_state,227867,20.42,30.58,2,0
World,No_country,No_state,227868,20.58,30.58,1,0
World,No_country,No_state,227869,20.75,30.58,1,0
World,No_country,No_state,227870,20.92,30.58,0,0
World,No_country,No_state,227871,21.08,30.58,0,0
World,No_country,No_state,227872,21.25,30.58,0,0
World,No_country,No_state,227873,21.42,30.58,0,0
World,No_country,No_state,227874,21.58,30.58,0,0
World,No_country,No_state,227875,21.75,30.58,0,0
World,No_country,No_state,227876,21.92,30.58,0,0
World,No_country,No_state,227877,22.08,30.58,0,0
World,No_country,No_state,227878,22.25,30.58,0,0
World,No_country,No_state,227879,22.42,30.58,0,0
World,No_country,No_state,227880,22.58,30.58,0,0
World,No_country,No_state,227881,22.75,30.58,0,0
World,No_country,No_state,227882,22.92,30.58,0,0
World,No_country,No_state,227883,23.08,30.58,0,0
World,No_country,No_state,227884,23.25,30.58,0,0
World,No_country,No_state,227885,23.42,30.58,0,0
World,No_country,No_state,227886,23.58,30.58,0,0
World,No_country,No_state,227887,23.75,30.58,0,0
World,No_country,No_state,227888,23.92,30.58,0,0
World,No_country,No_state,227889,24.08,30.58,0,0
World,No_country,No_state,227890,24.25,30.58,0,0
World,No_country,No_state,227891,24.42,30.58,0,0
World,No_country,No_state,227892,24.58,30.58,0,0
World,No_country,No_state,227893,24.75,30.58,0,0
World,No_country,No_state,227894,24.92,30.58,0,0
World,No_country,No_state,227895,25.08,30.58,0,0
World,No_country,No_state,227896,25.25,30.58,0,0
World,No_country,No_state,227897,25.42,30.58,0,0
World,No_country,No_state,227898,25.58,30.58,0,0
World,No_country,No_state,227899,25.75,30.58,0,0
World,No_country,No_state,227900,25.92,30.58,0,0
World,No_country,No_state,227901,26.08,30.58,0,0
World,No_country,No_state,227902,26.25,30.58,0,0
World,No_country,No_state,227903,26.42,30.58,0,0
World,No_country,No_state,227904,26.58,30.58,0,0
World,No_country,No_state,227905,26.75,30.58,0,0
World,No_country,No_state,227906,26.92,30.58,0,0
World,No_country,No_state,227907,27.08,30.58,0,0
World,No_country,No_state,227908,27.25,30.58,0,0
World,No_country,No_state,227909,27.42,30.58,0,0
World,No_country,No_state,227910,27.58,30.58,0,0
World,No_country,No_state,227911,27.75,30.58,0,0
World,No_country,No_state,227912,27.92,30.58,0,0
World,No_country,No_state,227913,28.08,30.58,0,0
World,No_country,No_state,227914,28.25,30.58,0,0
World,No_country,No_state,227915,28.42,30.58,0,0
World,No_country,No_state,227916,28.58,30.58,0,0
World,No_country,No_state,227917,28.75,30.58,0,0
World,No_country,No_state,227918,28.92,30.58,0,0
World,No_country,No_state,227919,29.08,30.58,0,0
World,No_country,No_state,227920,29.25,30.58,0,0
World,No_country,No_state,227921,29.42,30.58,0,0
World,No_country,No_state,227922,29.58,30.58,0,0
World,No_country,No_state,227923,29.75,30.58,0,0
World,No_country,No_state,227924,29.92,30.58,0,0
World,No_country,No_state,227925,30.08,30.58,0,0
World,No_country,No_state,227926,30.25,30.58,0,0
World,No_country,No_state,227927,30.42,30.58,0,0
World,No_country,No_state,227928,30.58,30.58,0,0
World,No_country,No_state,227929,30.75,30.58,0,0
World,No_country,No_state,227930,30.92,30.58,0,0
World,No_country,No_state,227931,31.08,30.58,0,0
World,No_country,No_state,227932,31.25,30.58,0,0
World,No_country,No_state,227933,31.42,30.58,0,0
World,No_country,No_state,227934,31.58,30.58,0,0
World,No_country,No_state,227935,31.75,30.58,0,0
World,No_country,No_state,227936,31.92,30.58,0,0
World,No_country,No_state,227937,32.08,30.58,0,0
World,No_country,No_state,227938,32.25,30.58,0,0
World,No_country,No_state,227939,32.42,30.58,0,0
World,No_country,No_state,227940,32.58,30.58,0,0
World,No_country,No_state,227941,32.75,30.58,0,0
World,No_country,No_state,227942,32.92,30.58,0,0
World,No_country,No_state,227943,33.08,30.58,0,0
World,No_country,No_state,227944,33.25,30.58,0,0
World,No_country,No_state,227945,33.42,30.58,0,0
World,No_country,No_state,227946,33.58,30.58,0,0
World,No_country,No_state,227947,33.75,30.58,0,0
World,No_country,No_state,227948,33.92,30.58,0,0
World,No_country,No_state,228671,0.08,30.75,0,0
World,No_country,No_state,228672,0.25,30.75,0,0
World,No_country,No_state,228673,0.42,30.75,0,0
World,No_country,No_state,228674,0.58,30.75,0,0
World,No_country,No_state,228675,0.75,30.75,0,0
World,No_country,No_state,228676,0.92,30.75,0,0
World,No_country,No_state,228677,1.08,30.75,0,0
World,No_country,No_state,228678,1.25,30.75,0,0
World,No_country,No_state,228679,1.42,30.75,0,0
World,No_country,No_state,228680,1.58,30.75,0,0
World,No_country,No_state,228681,1.75,30.75,0,0
World,No_country,No_state,228682,1.92,30.75,0,0
World,No_country,No_state,228683,2.08,30.75,0,0
World,No_country,No_state,228684,2.25,30.75,0,0
World,No_country,No_state,228685,2.42,30.75,0,0
World,No_country,No_state,228686,2.58,30.75,0,0
World,No_country,No_state,228687,2.75,30.75,0,0
World,No_country,No_state,228688,2.92,30.75,0,0
World,No_country,No_state,228689,3.08,30.75,0,0
World,No_country,No_state,228690,3.25,30.75,0,0
World,No_country,No_state,228691,3.42,30.75,0,0
World,No_country,No_state,228692,3.58,30.75,0,0
World,No_country,No_state,228693,3.75,30.75,0,0
World,No_country,No_state,228694,3.92,30.75,0,0
World,No_country,No_state,228695,4.08,30.75,0,0
World,No_country,No_state,228696,4.25,30.75,0,0
World,No_country,No_state,228697,4.42,30.75,0,0
World,No_country,No_state,228698,4.58,30.75,0,0
World,No_country,No_state,228699,4.75,30.75,0,0
World,No_country,No_state,228700,4.92,30.75,0,0
World,No_country,No_state,228701,5.08,30.75,0,0
World,No_country,No_state,228702,5.25,30.75,0,0
World,No_country,No_state,228703,5.42,30.75,0,0
World,No_country,No_state,228704,5.58,30.75,0,0
World,No_country,No_state,228705,5.75,30.75,0,0
World,No_country,No_state,228706,5.92,30.75,0,0
World,No_country,No_state,228707,6.08,30.75,0,0
World,No_country,No_state,228708,6.25,30.75,0,0
World,No_country,No_state,228709,6.42,30.75,0,0
World,No_country,No_state,228710,6.58,30.75,0,0
World,No_country,No_state,228711,6.75,30.75,0,0
World,No_country,No_state,228712,6.92,30.75,0,0
